Periode,Année,Mois,Production totale brute d'electricite (en GWh),Production totale nette d'electricite (en GWh),Production brute d'electricite primaire (en GWh),Production nette d'electricite primaire (en GWh),Production brute d'electricite nucleaire (en GWh),Production nette d'electricite nucleaire (en GWh),Production brute d'electricite hydraulique (en GWh),Production nette d'electricite hydraulique (en GWh),Production brute d'electricite eolienne (en GWh),Production nette d'electricite eolienne (en GWh),Production brute d'electricite photovoltaeque (en GWh),Production nette d'electricite photovoltaeque (en GWh),Production brute d'electricite thermique (en GWh),Production nette d'electricite thermique (en GWh),electricite absorbee pour les pompages (en GWh),Total des importations physiques d'electricite (en GWh),Total des exportations physiques d'electricite (en GWh),Energie appelee reelle yc pertes (consommation calculee yc pertes) (en GWh),Livraisons en basse tension (BT : FC + Corse) (en GWh),Livraisons en moyenne tension (MT : FC + Corse) (en GWh),Livraisons en haute tension (en GWh),Energie appelee reelle yc pertes corrigee du climat (en GWh),Livraisons en basse tension corrigees du climat (en GWh),Livraisons en moyenne tension corrigees du climat (en GWh),Consommation d'electricite primaire (en GWh),Consommation d'electricite primaire corrigee du climat (en GWh),Puissance maximale appelee (en GW),Indice de rigueur climatique pour la France metropolitaine (ref.1 pour la periode 1986-2015) (sans unite)
janv.09,2009,1,60723.166667,58182.784144,51853.086667,49814.784144,45056.000000,43093.000000, 6148.086667, 6072.784144,  649.000000,  649.000000,    0.000000,    0.000000, 8870.080000, 8368.000000,  743.000000, 1569.000000, 4287.000000,54721.784144,26096.000000,15550.000000, 7676.000000,52347.532557,24114.156899,15391.875653,46353.784144,44175.426479,   92.400000,    1.205465
fevr.09,2009,2,52679.913334,50507.224154,45020.353334,43281.224154,38719.000000,37051.000000, 5807.353334, 5736.224154,  494.000000,  494.000000,    0.000000,    0.000000, 7659.560000, 7226.000000,  706.000000,  982.000000, 4310.000000,46473.224154,21415.000000,13568.000000, 7040.000000,46028.858662,21043.094653,13538.091800,39247.224154,38835.409353,   84.544000,    1.044184
X01.03.09,2009,3,51819.215410,49547.601551,44782.935410,42909.601551,37728.000000,35932.000000, 6313.935410, 6236.601551,  741.000000,  741.000000,    0.000000,    0.000000, 7036.280000, 6638.000000,  663.000000,  827.000000, 5276.000000,44435.601551,19204.000000,13468.000000, 7805.000000,43929.113775,18780.490395,13430.142931,37797.601551,37293.015674,   76.467000,    1.056376
avr.09,2009,4,4.255747e+04,4.066227e+04,3.971985e+04,3.798527e+04,3.251400e+04,3.086200e+04,6.741845e+03,6.659270e+03,4.640000e+02,4.640000e+02,0.000000e+00,0.000000e+00,2.837620e+03,2.677000e+03,6.560000e+02,1.033000e+03,3.816000e+03,3.722327e+04,1.415300e+04,1.224700e+04,8.089000e+03,3.895616e+04,1.561369e+04,1.239191e+04,3.454627e+04,3.660071e+04,6.682400e+01,7.661207e-01
X01.05.09,2009,5,4.145947e+04,3.957708e+04,3.930237e+04,3.754208e+04,3.155500e+04,2.988300e+04,7.208371e+03,7.120082e+03,5.390000e+02,5.390000e+02,0.000000e+00,0.000000e+00,2.157100e+03,2.035000e+03,5.740000e+02,6.930000e+02,5.233000e+03,3.446308e+04,1.195500e+04,1.159300e+04,8.365000e+03,3.601364e+04,1.324768e+04,1.173615e+04,3.242808e+04,3.444471e+04,5.848700e+01,7.560554e-01
X01.06.09,2009,6,37886.784,36161.089,35488.004,33898.089,28640.000,27129.000, 6443.004, 6364.089,  405.000,  405.000,    0.000,    0.000, 2398.780, 2263.000,  478.000, 1510.000, 3460.000,33733.089,10659.000,12228.000, 8448.000,33733.089,10659.000,12228.000,31470.089,31470.089,   60.328,    1.000
juil.09,2009,7,38843.810,37017.494,36008.310,34342.494,30505.000,28900.000, 4965.310, 4904.494,  538.000,  538.000,    0.000,    0.000, 2835.500, 2675.000,  514.000, 2025.000, 3383.000,35145.494,10853.000,12905.000, 8655.000,35145.494,10853.000,12905.000,32470.494,32470.494,   60.898,    1.000
aoet.09,2009,8,37070.486,35276.395,34065.386,32441.395,29799.085,28223.000, 3911.301, 3863.395,  355.000,  355.000,    0.000,    0.000, 3005.100, 2835.000,  398.000, 1372.000, 3446.000,32804.395,10744.000,11557.000, 7738.000,32804.395,10744.000,11557.000,29969.395,29969.395,   56.660,    1.000
sept.09,2009,9,37885.758,36009.653,33825.958,32179.653,30289.630,28680.000, 2994.328, 2957.653,  542.000,  542.000,    0.000,    0.000, 4059.800, 3830.000,  365.000, 1603.000, 2865.000,34382.653,10846.000,12373.000, 8506.000,34382.653,10846.000,12373.000,30552.653,30552.653,   58.100,    1.000
oct.09,2009,10,41453.170518,39462.609757,36306.870518,34607.609757,32593.520000,30932.000000, 3081.350518, 3043.609757,  632.000000,  632.000000,    0.000000,    0.000000, 5146.300000, 4855.000000,  514.000000, 2606.000000, 2178.000000,39376.609757,14321.000000,12960.000000, 8958.000000,38786.203670,13834.373071,12903.265621,34521.609757,33808.085916,   68.920000,    1.087938
nov.09,2009,11,4.567850e+04,4.359217e+04,3.816522e+04,3.650417e+04,3.307558e+04,3.146100e+04,3.793640e+03,3.747175e+03,1.296000e+03,1.296000e+03,0.000000e+00,0.000000e+00,7.513280e+03,7.088000e+03,6.220000e+02,1.918000e+03,3.026000e+03,4.186217e+04,1.715500e+04,1.320200e+04,7.839000e+03,4.423027e+04,1.914214e+04,1.337556e+04,3.477417e+04,3.708398e+04,7.652000e+01,7.404759e-01
dec.09,2009,12,54551.523981,52193.928073,45918.883981,44049.928073,39656.770000,37853.000000, 5322.113981, 5256.928073,  940.000000,  940.000000,    0.000000,    0.000000, 8632.640000, 8144.000000,  579.000000, 2376.000000, 3173.000000,50817.928073,23879.000000,15230.000000, 7352.000000,50164.994084,23326.965505,15185.080483,42673.928073,42076.482094,   89.400000,    1.059163
janv.10,2010,1,59175.74068,56526.53326,49367.56068,47273.53326,42329.00000,40313.00000, 6370.56068, 6292.53326,  668.00000,  668.00000,    0.00000,    0.00000, 9808.18000, 9253.00000,  615.00000, 3042.00000, 2664.00000,56289.53326,26958.00000,15736.00000, 7852.00000,53290.28586,24462.88296,15537.89948,47036.53326,44324.00937,   91.92000,    1.25499
fevr.10,2010,2,52495.729965,50301.188626,44859.489965,43097.188626,38008.007000,36318.000000, 5902.482965, 5830.188626,  949.000000,  949.000000,    0.000000,    0.000000, 7636.240000, 7204.000000,  555.000000, 2199.000000, 3294.000000,48651.188626,22496.000000,14088.000000, 7315.000000,47973.296892,21929.656221,14042.667680,41447.188626,40814.752416,   93.080000,    1.064564
X01.03.10,2010,3,53422.551314,51124.234605,45198.011314,43365.234605,37739.497000,35984.000000, 6309.514314, 6232.234605, 1149.000000, 1149.000000,    0.000000,    0.000000, 8224.540000, 7759.000000,  677.000000, 2129.000000, 4275.000000,48301.234605,20735.000000,14638.000000, 8562.000000,47401.169776,19984.674503,14569.622857,40542.234605,39649.059186,   86.500000,    1.093863
avr.10,2010,4,4.339451e+04,4.150770e+04,3.942481e+04,3.776270e+04,3.288467e+04,3.129400e+04,5.833141e+03,5.761696e+03,7.070000e+02,7.070000e+02,0.000000e+00,0.000000e+00,3.969700e+03,3.745000e+03,6.050000e+02,1.312000e+03,3.902000e+03,3.831270e+04,1.461300e+04,1.261500e+04,8.219000e+03,3.906773e+04,1.524577e+04,1.268079e+04,3.456770e+04,3.545051e+04,7.114400e+01,8.962384e-01
X01.05.10,2010,5,41402.457370,39703.162159,38102.677370,36590.162159,30804.000000,29372.000000, 6573.677370, 6493.162159,  725.000000,  725.000000,    0.000000,    0.000000, 3299.780000, 3113.000000,  422.000000, 1377.000000, 3516.000000,37142.162159,13305.000000,12531.000000, 8570.000000,34132.933079,10860.386095,12188.066555,34029.162159,29980.141921,   67.090000,    1.562736
X01.06.10,2010,6,41860.095,40063.046,39097.735,37457.046,31124.970,29575.000, 7406.765, 7316.046,  566.000,  566.000,    0.000,    0.000, 2762.360, 2606.000,  381.000,  544.000, 5831.000,34395.046,10804.000,12588.000, 8536.000,34395.046,10804.000,12588.000,31789.046,31789.046,   59.160,    1.000
Juil.10,2010,7,42887.363,40945.522,39411.623,37666.522,33421.601,31744.000, 5511.022, 5443.522,  479.000,  479.000,    0.000,    0.000, 3475.740, 3279.000,  480.000,  781.000, 5413.000,35833.522,11107.000,13273.000, 8781.000,35833.522,11107.000,13273.000,32554.522,32554.522,   60.220,    1.000
aoet.10,2010,8,41242.343,39330.988,39202.903,37406.988,34133.000,32391.000, 4401.903, 4347.988,  668.000,  668.000,    0.000,    0.000, 2039.440, 1924.000,  520.000,  481.000, 6388.000,32903.988,10867.000,11656.000, 8027.000,32903.988,10867.000,11656.000,30979.988,30979.988,   57.100,    1.000
sept.10,2010,9,40879.197,39015.384,37437.377,35768.384,33281.807,31657.000, 3607.570, 3563.384,  548.000,  548.000,    0.000,    0.000, 3441.820, 3247.000,  520.000,  982.000, 4592.000,34885.384,11288.000,12518.000, 8545.000,34885.384,11288.000,12518.000,31638.384,31638.384,   60.700,    1.000
oct.10,2010,10,43781.941357,41768.569100,38639.881357,36917.569100,33557.730000,31885.000000, 4048.151357, 3998.569100, 1034.000000, 1034.000000,    0.000000,    0.000000, 5142.060000, 4851.000000,  612.000000, 2680.000000, 3249.000000,40587.569100,15488.000000,13215.000000, 8753.000000,38712.109355,13938.375935,13033.867043,35736.569100,33501.795598,   74.360000,    1.277942
nov.10,2010,11,51701.519059,49431.352291,43692.159059,41875.352291,37204.210000,35455.000000, 5518.949059, 5451.352291,  969.000000,  969.000000,    0.000000,    0.000000, 8009.360000, 7556.000000,  629.000000, 1726.000000, 4047.000000,46481.352291,19376.000000,14107.000000, 8744.000000,45893.696855,18887.583962,14061.547618,38925.352291,38330.634721,   92.100000,    1.064648
dec.10,2010,12,61461.079795,58889.114969,51842.639795,49815.114969,43830.021000,41889.000000, 7062.618795, 6976.114969,  950.000000,  950.000000,    0.000000,    0.000000, 9618.440000, 9074.000000,  580.000000, 2184.000000, 3014.000000,57479.114969,26768.000000,16150.000000, 8671.000000,53927.722919,23826.015238,15904.518069,48405.114969,45066.301391,   96.710000,    1.308695
janv.11,2011,1,60774.752475,58290.157923,53151.232475,51098.157923,45832.000000,43853.000000, 6047.828750, 5973.754198, 1229.000000, 1229.000000,   42.403725,   42.403725, 7623.520000, 7192.000000,  626.000000, 1266.000000, 5016.000000,53914.157923,24802.420000,15599.900000, 7898.000000,53860.226085,24757.630781,15596.373060,46722.157923,46671.497665,   91.718000,    1.004523
fevr.11,2011,2,5.259638e+04,5.041022e+04,4.509688e+04,4.333522e+04,4.003921e+04,3.832800e+04,4.119154e+03,4.068702e+03,8.710000e+02,8.710000e+02,6.751725e+01,6.751725e+01,7.499500e+03,7.075000e+03,5.130000e+02,8.540000e+02,4.775000e+03,4.597622e+04,2.041362e+04,1.362170e+04,7.218000e+03,4.715872e+04,2.139602e+04,1.370033e+04,3.890122e+04,4.000327e+04,9.161000e+01,8.852121e-01
X01.03.11,2011,3,5.304949e+04,5.077943e+04,4.519701e+04,4.337143e+04,3.945816e+04,3.768800e+04,4.524824e+03,4.469404e+03,1.094000e+03,1.094000e+03,1.200244e+02,1.200244e+02,7.852480e+03,7.408000e+03,5.640000e+02,8.710000e+02,5.526000e+03,4.556043e+04,1.903877e+04,1.427670e+04,7.807000e+03,4.631321e+04,1.966148e+04,1.433345e+04,3.815243e+04,3.889148e+04,7.970000e+01,9.208215e-01
avr.11,2011,4,4.280859e+04,4.086548e+04,3.952259e+04,3.776548e+04,3.455653e+04,3.285000e+04,4.129510e+03,4.078931e+03,6.680000e+02,6.680000e+02,1.685510e+02,1.685510e+02,3.286000e+03,3.100000e+03,5.440000e+02,5.480000e+02,5.663000e+03,3.520648e+04,1.241425e+04,1.234630e+04,7.543000e+03,3.918096e+04,1.572714e+04,1.268018e+04,3.210648e+04,3.675145e+04,6.200000e+01,4.733805e-01
X01.05.11,2011,5,42962.457105,40948.644224,39243.977105,37440.644224,34830.697000,33070.000000, 3481.013426, 3438.377544,  727.000000,  727.000000,  205.266680,  205.266680, 3718.480000, 3508.000000,  633.000000,  499.000000, 5839.000000,34975.644224,11515.470000,12758.700000, 7831.000000,37863.226318,13887.700202,13037.066122,31467.644224,35061.016858,   56.000000,    0.572962
X01.06.11,2011,6,42132.3975,40245.5938,39741.0375,37989.5938,34286.7860,32589.0000, 4380.8939, 4327.2362,  853.0000,  853.0000,  220.3576,  220.3576, 2391.3600, 2256.0000,  560.0000,  302.0000, 6356.0000,33631.5938,10837.9000,12493.7000, 7576.0000,33631.5938,10837.9000,12493.7000,31375.5938,31375.5938,   58.8740,    1.0000
Juil.11,2011,7,42730.9456,40809.9879,40557.9456,38759.9879,35232.7800,33487.0000, 4260.0551, 4207.8774,  809.0000,  809.0000,  256.1105,  256.1105, 2173.0000, 2050.0000,  561.0000,  289.0000, 6461.0000,34076.9879,10834.7000,12647.9000, 7608.0000,34076.9879,10834.7000,12647.9000,32026.9879,32026.9879,   57.1900,    1.0000
aoet.11,2011,8,40234.461,38348.645,37921.541,36166.645,33091.000,31384.000, 3910.453, 3862.557,  664.000,  664.000,  256.088,  256.088, 2312.920, 2182.000,  539.000,  334.000, 5680.000,32463.645,10803.400,11873.100, 6864.000,32463.645,10803.400,11873.100,30281.645,30281.645,   56.017,    1.000
sept.11,2011,9,40622.5364,38790.0324,37373.6364,35725.0324,33085.9500,31477.0000, 3237.5562, 3197.9022,  821.0000,  821.0000,  229.1302,  229.1302, 3248.9000, 3065.0000,  493.0000,  487.0000, 4752.0000,34032.0324,10966.9000,12784.5000, 7423.0000,34032.0324,10966.9000,12784.5000,30967.0324,30967.0324,   56.3450,    1.0000
oct.11,2011,10,4.411015e+04,4.214092e+04,3.895961e+04,3.728192e+04,3.446151e+04,3.282400e+04,3.280390e+03,3.240212e+03,1.035000e+03,1.035000e+03,1.827074e+02,1.827074e+02,5.150540e+03,4.859000e+03,6.340000e+02,8.410000e+02,4.664000e+03,3.768392e+04,1.391030e+04,1.290580e+04,7.557000e+03,3.854072e+04,1.461371e+04,1.298392e+04,3.282492e+04,3.380110e+04,6.797000e+01,8.796664e-01
nov.11,2011,11,48495.740101,46277.704236,40387.800101,38628.704236,35415.620000,33705.000000, 3957.819860, 3909.343994,  909.000000,  909.000000,  105.360242,  105.360242, 8107.940000, 7649.000000,  585.000000, 1262.000000, 5121.000000,41833.704236,16814.500000,13503.200000, 7292.000000,43956.771771,18562.369595,13664.029014,34184.704236,36231.693156,   75.070000,    0.764595
dec.11,2011,12,5.614184e+04,5.372630e+04,4.956454e+04,4.752130e+04,4.179186e+04,3.981900e+04,5.746002e+03,5.675625e+03,1.944000e+03,1.944000e+03,8.267539e+01,8.267539e+01,6.577300e+03,6.205000e+03,6.690000e+02,9.430000e+02,5.770000e+03,4.823030e+04,2.149050e+04,1.454520e+04,7.151000e+03,5.013473e+04,2.307021e+04,1.467077e+04,4.202530e+04,4.382586e+04,8.246000e+01,8.288153e-01
janv.12,2012,1,5.965508e+04,5.724940e+04,5.323027e+04,5.118826e+04,4.476887e+04,4.281054e+04,6.832017e+03,6.748338e+03,1.520710e+03,1.520710e+03,1.086706e+02,1.086706e+02,6.424813e+03,6.061144e+03,5.594000e+02,7.208900e+02,6.218420e+03,5.119247e+04,2.313954e+04,1.514266e+04,7.493080e+03,5.244403e+04,2.417700e+04,1.522432e+04,4.513133e+04,4.632402e+04,8.979000e+01,8.927224e-01
fevr.12,2012,2,56793.569373,54393.927771,46953.221553,45110.580771,40439.440000,38661.100000, 5249.847739, 5185.546957, 1083.569283, 1083.569283,  180.364531,  180.364531, 9840.347820, 9283.347000,  409.330000, 3166.410000, 2618.470000,54532.537771,25974.450000,15286.856016, 7331.449000,50517.441256,22670.213507,15013.327577,45249.190771,41610.310857,  102.100000,    1.364381
X01.03.12,2012,3,5.087310e+04,4.867259e+04,4.458283e+04,4.273837e+04,3.934410e+04,3.754864e+04,4.000562e+03,3.951563e+03,9.386018e+02,9.386018e+02,2.995609e+02,2.995609e+02,6.290276e+03,5.934223e+03,4.546000e+02,4.361500e+02,5.456330e+03,4.319781e+04,1.763026e+04,1.389945e+04,7.408837e+03,4.510867e+04,1.920848e+04,1.404368e+04,3.726359e+04,3.919585e+04,7.684000e+01,7.945932e-01
avr.12,2012,4,45992.480416,44071.633039,42031.725756,40335.072039,34729.370000,33099.710000, 5469.712866, 5402.719149, 1502.640651, 1502.640651,  330.002239,  330.002239, 3960.754660, 3736.561000,  519.890000,  939.380000, 4487.060000,40004.063039,15975.650000,13211.201881, 7327.108000,38881.804143,15051.879948,13110.623075,36267.502039,34979.438700,   70.020000,    1.153431
X01.05.12,2012,5,42093.515863,40296.534048,39832.751043,38163.737048,30631.030000,29058.120000, 7846.426202, 7750.322207,  932.895462,  932.895462,  422.399379,  422.399379, 2260.764820, 2132.797000,  586.350000,  612.900000, 5100.730000,35222.354048,12556.160000,12391.691040, 7226.734000,35705.215969,12949.957777,12438.973434,33089.557048,33704.513295,   59.860000,    0.923977
X01.06.12,2012,6,39119.3578,37400.1522,36413.1131,34847.0912,28043.0900,26562.3800, 6965.3114, 6879.9994,  951.1567,  951.1567,  453.5550,  453.5550, 2706.2447, 2553.0610,  629.2400,  632.9400, 4331.5800,33072.2721,11020.2500,12537.8822, 6805.7580,33072.2721,11020.2500,12537.8822,30519.2111,30519.2111,   57.4400,    1.0000
Juil.12,2012,7,39579.2436,37783.7533,36767.9498,35131.5893,30392.7000,28817.5900, 5000.8087, 4939.5582,  875.1049,  875.1049,  499.3362,  499.3362, 2811.2938, 2652.1640,  526.7300,  947.4500, 4217.2700,33987.2033,11142.4400,13011.6858, 7051.6030,33987.2033,11142.4400,13011.6858,31335.0393,31335.0393,   56.7600,    1.0000
aoet.12,2012,8,38024.7877,36150.4650,34913.6729,33215.4510,29967.6400,28313.7100, 3616.2150, 3571.9231,  861.5639,  861.5639,  468.2540,  468.2540, 3111.1148, 2935.0140,  486.4900,  956.4900, 4578.8100,32041.6550,11060.6500,12151.2127, 6178.0040,32041.6550,11060.6500,12151.2127,29106.6410,29106.6410,   55.3100,    1.0000
sept.12,2012,9,39686.1888,37836.8535,36685.1751,35005.7085,31764.6800,30130.0800, 3663.1348, 3618.2683,  883.5095,  883.5095,  373.8507,  373.8507, 3001.0137, 2831.1450,  615.2200,  610.6300, 4712.5000,33119.7635,11296.0000,12342.3569, 6712.9690,33119.7635,11296.0000,12342.3569,30288.6185,30288.6185,   58.3500,    1.0000
oct.12,2012,10,44652.151672,42640.487237,40637.757832,38853.323237,34577.090000,32847.570000, 4483.510964, 4428.596369, 1308.341838, 1308.341838,  268.815030,  268.815030, 4014.393840, 3787.164000,  673.380000,  796.300000, 4467.210000,38296.197237,14659.950000,13359.297248, 7041.845000,38280.979492,14647.443468,13357.871567,34509.033237,34491.363232,   72.010000,    1.002135
nov.12,2012,11,51338.526359,49088.146797,45202.264799,43299.220797,38963.110000,37119.230000, 4830.454504, 4771.290502, 1248.979934, 1248.979934,  159.720361,  159.720361, 6136.261560, 5788.926000,  556.880000,  663.680000, 5075.920000,44119.026797,19195.170000,13826.444098, 6870.782000,44403.077261,19431.000271,13847.452077,38330.100797,38611.271291,   80.550000,    0.969658
dec.12,2012,12,5.686668e+04,5.456115e+04,5.057801e+04,4.862844e+04,4.178195e+04,3.991177e+04,6.481290e+03,6.401906e+03,2.192879e+03,2.192879e+03,1.218858e+02,1.218858e+02,6.288675e+03,5.932712e+03,6.789600e+02,7.108800e+02,5.177830e+03,4.941524e+04,2.312617e+04,1.413487e+04,6.624707e+03,5.047339e+04,2.400120e+04,1.419958e+04,4.348253e+04,4.445497e+04,9.067000e+01,9.088558e-01
janv.13,2013,1,60165.751648,57742.766990,52609.066768,50613.818990,44317.340000,42406.470000, 6889.037264, 6804.659486, 1263.585516, 1263.585516,  139.103988,  139.103988, 7556.684880, 7128.948000,  571.760000,  961.740000, 4527.620000,53605.126990,25491.990000,15617.921115, 7019.925000,52860.598097,24872.019389,15569.409892,46476.178990,45791.330398,   92.600000,    1.062316
fevr.13,2013,2,54400.960954,52235.653356,46878.471674,45138.965356,38403.970000,36748.600000, 6869.323230, 6785.186912, 1388.900831, 1388.900831,  216.277613,  216.277613, 7522.489280, 7096.688000,  483.800000, 1545.730000, 3738.430000,49559.153356,23642.540000,14385.710005, 6569.435000,47752.449204,22137.897929,14264.520777,42462.465356,40798.691465,   87.960000,    1.169917
X01.03.13,2013,3,54125.568389,51896.325754,46610.356009,44806.502754,38506.350000,36781.770000, 6472.277660, 6393.004405, 1294.107275, 1294.107275,  337.621074,  337.621074, 7515.212380, 7089.823000,  594.900000, 1572.520000, 3377.060000,49496.885754,22651.120000,14852.181911, 7148.573000,46953.125076,20544.329819,14664.207848,42407.062754,39949.034637,   84.860000,    1.256371
avr.13,2013,4,45751.46402,43882.61610,42151.04788,40485.99710,33055.47000,31479.17000, 7246.07151, 7157.32073, 1429.82070, 1429.82070,  419.68568,  419.68568, 3600.41614, 3396.61900,  575.92000, 1061.29000, 4352.87000,40015.11610,16588.91000,13254.14860, 6783.55300,39246.60761,15951.36763,13188.26025,36618.49710,35760.92408,   75.75000,    1.09992
X01.05.13,2013,5,44935.803062,43133.434535,42932.005562,41243.059535,32753.090000,31169.200000, 8577.316294, 8472.260267, 1112.431889, 1112.431889,  489.167379,  489.167379, 2003.797500, 1890.375000,  657.470000,  474.390000, 6321.410000,36628.944535,14019.190000,12741.612634, 6733.341000,32506.995442,10721.711683,12269.909045,34738.569535,29326.858297,   63.150000,    1.768879
X01.06.13,2013,6,40850.8888,39123.0251,39187.1913,37553.4991,30161.8000,28618.4500, 7376.0065, 7285.6642, 1112.2182, 1112.2182,  537.1667,  537.1667, 1663.6976, 1569.5260,  581.2100,  284.5900, 6034.1300,32792.2751,11276.6100,12262.2714, 6556.9920,32792.2751,11276.6100,12262.2714,31222.7491,31222.7491,   56.4800,    1.0000
Juil.13,2013,7,42495.9828,40600.3309,40201.0044,38435.2569,32379.8200,30692.5200, 6404.8591, 6326.4116,  829.5130,  829.5130,  586.8124,  586.8124, 2294.9784, 2165.0740,  540.8100,  303.2400, 5891.2300,34471.5309,11175.3300,13650.3664, 6848.0400,34471.5309,11175.3300,13650.3664,32306.4569,32306.4569,   57.3200,    1.0000
aoet.13,2013,8,39999.4806,38223.2046,37262.1620,35640.8286,31468.7900,29903.1400, 4546.2834, 4490.6000,  705.4500,  705.4500,  541.6386,  541.6386, 2737.3186, 2582.3760,  592.6500,  375.1900, 6630.7500,31374.9946,10786.5700,11976.2644, 5999.6680,31374.9946,10786.5700,11976.2644,28792.6186,28792.6186,   54.5800,    1.0000
sept.13,2013,9,40181.8457,38406.4305,36717.7434,35138.4095,31284.0000,29754.9800, 4107.8861, 4057.5722,  899.6541,  899.6541,  426.2032,  426.2032, 3464.1023, 3268.0210,  503.6100,  400.4700, 5304.4900,32998.8005,11229.8900,12465.6429, 6622.9570,32998.8005,11229.8900,12465.6429,29730.7795,29730.7795,   56.5300,    1.0000
oct.13,2013,10,4.333907e+04,4.143013e+04,3.939178e+04,3.770627e+04,3.271795e+04,3.109153e+04,4.824332e+03,4.765243e+03,1.543388e+03,1.543388e+03,3.061096e+02,3.061096e+02,3.947288e+03,3.723857e+03,5.883500e+02,7.339600e+02,4.836330e+03,3.673941e+04,1.349864e+04,1.331550e+04,6.934377e+03,3.921481e+04,1.554933e+04,1.353869e+04,3.301555e+04,3.585256e+04,6.364000e+01,6.702924e-01
nov.13,2013,11,50648.963550,48520.967041,44546.826570,42764.234041,36336.000000,34630.820000, 6320.358431, 6242.945902, 1714.190421, 1714.190421,  176.277718,  176.277718, 6102.136980, 5756.733000,  694.810000, 1513.970000, 4104.770000,45235.357041,19993.270000,13891.991219, 6871.548000,44487.298682,19374.511124,13836.753605,39478.624041,38736.356100,   84.900000,    1.079842
dec.13,2013,12,5.587011e+04,5.359885e+04,5.008657e+04,4.814268e+04,4.230000e+04,4.042605e+04,5.710153e+03,5.640215e+03,1.916406e+03,1.916406e+03,1.600126e+02,1.600126e+02,5.783539e+03,5.456169e+03,6.326500e+02,1.722770e+03,4.517540e+03,5.017143e+04,2.378456e+04,1.438940e+04,6.776250e+03,5.069890e+04,2.422440e+04,1.442213e+04,4.471526e+04,4.520777e+04,8.421000e+01,9.546074e-01
janv.14,2014,1,5.828980e+04,5.598811e+04,5.398572e+04,5.192766e+04,4.466900e+04,4.269731e+04,7.051813e+03,6.965442e+03,2.099956e+03,2.099956e+03,1.649516e+02,1.649516e+02,4.304082e+03,4.060455e+03,8.053100e+02,7.879700e+02,6.669890e+03,4.930088e+04,2.265109e+04,1.486929e+04,6.993372e+03,5.178597e+04,2.473651e+04,1.502765e+04,4.524043e+04,4.765075e+04,8.227000e+01,7.892369e-01
fevr.14,2014,2,5.146481e+04,4.947317e+04,4.781004e+04,4.602528e+04,3.809400e+04,3.639634e+04,7.111085e+03,7.023988e+03,2.356767e+03,2.356767e+03,2.481862e+02,2.481862e+02,3.654767e+03,3.447893e+03,6.401800e+02,1.172220e+03,5.491280e+03,4.451393e+04,2.030676e+04,1.344601e+04,6.457386e+03,4.671654e+04,2.215474e+04,1.358768e+04,4.106604e+04,4.322957e+04,8.019000e+01,7.914695e-01
X01.03.14,2014,3,5.036333e+04,4.832840e+04,4.628299e+04,4.447902e+04,3.751500e+04,3.579755e+04,7.064167e+03,6.977644e+03,1.239347e+03,1.239347e+03,4.644800e+02,4.644800e+02,4.080341e+03,3.849378e+03,6.643700e+02,9.944100e+02,5.559380e+03,4.309906e+04,1.852333e+04,1.361086e+04,6.923622e+03,4.429424e+04,1.951909e+04,1.369821e+04,3.924968e+04,4.048900e+04,7.626000e+01,8.724634e-01
avr.14,2014,4,4.234003e+04,4.058504e+04,4.022498e+04,3.858972e+04,3.277100e+04,3.120805e+04,5.904044e+03,5.831731e+03,1.006101e+03,1.006101e+03,5.438330e+02,5.438330e+02,2.115048e+03,1.995328e+03,5.116400e+02,6.557100e+02,4.675740e+03,3.605337e+04,1.362851e+04,1.260466e+04,6.753221e+03,3.816212e+04,1.537620e+04,1.278632e+04,3.405805e+04,3.655070e+04,6.088000e+01,7.158447e-01
X01.05.14,2014,5,42805.707412,41591.548428,41070.087792,39954.171428,32753.000000,31713.270000, 6220.247964, 6144.061600, 1461.572610, 1461.572610,  635.267218,  635.267218, 1735.619620, 1637.377000,  713.990000,  268.930000, 6710.510000,34435.978428,12793.660000,12098.367800, 6753.574000,33920.070541,12371.004466,12046.919902,32798.601428,32139.768062,   58.140000,    1.085413
X01.06.14,2014,6,40891.0603,39106.7674,39326.1251,37630.4134,32628.0000,30994.8800, 5110.3066, 5047.7149,  902.3122,  902.3122,  685.5063,  685.5063, 1564.9352, 1476.3540,  653.4700,  285.0600, 6436.4300,32301.9274,10783.8700,12453.0477, 6496.7430,32301.9274,10783.8700,12453.0477,30825.5734,30825.5734,   56.0600,    1.0000
juil.14,2014,7,44432.4348,42491.1893,43001.8016,41141.5353,35178.0000,33394.0600, 6231.6686, 6155.3423,  910.8141,  910.8141,  681.3189,  681.3189, 1430.6332, 1349.6540,  661.9900,  174.5700, 8339.8200,33663.9493,10951.8800,13081.8649, 6853.6350,33663.9493,10951.8800,13081.8649,32314.2953,32314.2953,   57.2000,    1.0000
aoet.14,2014,8,40981.6721,39145.6372,39609.4353,37851.0742,32683.0000,30989.9600, 5333.1590, 5267.8378,  933.5017,  933.5017,  659.7747,  659.7747, 1372.2368, 1294.5630,  582.1100,  181.5500, 7977.9000,30767.1772,10780.4500,11400.1552, 5986.6350,30767.1772,10780.4500,11400.1552,29472.6142,29472.6142,   54.3300,    1.0000
